gov_supervisory_oversight_supervisory_dashboard,Regulatory oversight capabilities,VASP Supervision,"Market participants, licensing data and risk profiles",KYT Monitoring,"Wallets, transactions and exposure across the market",Travel Rule,Originator and beneficiary data checked for completeness,Case Management,"Alerts, investigations and supervisory actions",Sovereign Deployment,On-premise or private cloud for sensitive data,Reporting,"Supervisory outputs, evidence and regulatory reports"
gov_supervisory_oversight_vasp_oversight,VASP supervision capabilities,VASP Supervision,"Market participants, licensing data and risk profiles",KYT Monitoring,"Wallets, transactions and exposure across the market",Travel Rule,Originator and beneficiary data checked for completeness,Case Management,"Alerts, investigations and supervisory actions",Sovereign Deployment,On-premise or private cloud for sensitive data,Reporting,"Supervisory outputs, evidence and regulatory reports"
gov_travel_rule_and_transaction_monitoring_suspicious_activity,Market supervision capabilities,VASP Supervision,"Market participants, licensing data and risk profiles",KYT Monitoring,"Wallets, transactions and exposure across the market",Travel Rule,Originator and beneficiary data checked for completeness,Case Management,"Alerts, investigations and supervisory actions",Sovereign Deployment,On-premise or private cloud for sensitive data,Reporting,"Supervisory outputs, evidence and regulatory reports"
gov_travel_rule_and_transaction_monitoring_wallet_tracking,Sovereign oversight capabilities,VASP Supervision,"Market participants, licensing data and risk profiles",KYT Monitoring,"Wallets, transactions and exposure across the market",Travel Rule,Originator and beneficiary data checked for completeness,Case Management,"Alerts, investigations and supervisory actions",Sovereign Deployment,On-premise or private cloud for sensitive data,Reporting,"Supervisory outputs, evidence and regulatory reports"
gov_travel_rule_and_transaction_monitoring_ivms101_message_review,Government oversight capabilities,VASP Supervision,"Market participants, licensing data and risk profiles",KYT Monitoring,"Wallets, transactions and exposure across the market",Travel Rule,Originator and beneficiary data checked for completeness,Case Management,"Alerts, investigations and supervisory actions",Sovereign Deployment,On-premise or private cloud for sensitive data,Reporting,"Supervisory outputs, evidence and regulatory reports"
gov_travel_rule_and_transaction_monitoring_sanctions_screening,Digital asset supervision capabilities,VASP Supervision,"Market participants, licensing data and risk profiles",KYT Monitoring,"Wallets, transactions and exposure across the market",Travel Rule,Originator and beneficiary data checked for completeness,Case Management,"Alerts, investigations and supervisory actions",Sovereign Deployment,On-premise or private cloud for sensitive data,Reporting,"Supervisory outputs, evidence and regulatory reports"
gov_travel_rule_and_transaction_monitoring_transaction_visibility,Supervisory infrastructure capabilities,VASP Supervision,"Market participants, licensing data and risk profiles",KYT Monitoring,"Wallets, transactions and exposure across the market",Travel Rule,Originator and beneficiary data checked for completeness,Case Management,"Alerts, investigations and supervisory actions",Sovereign Deployment,On-premise or private cloud for sensitive data,Reporting,"Supervisory outputs, evidence and regulatory reports"
gov_travel_rule_and_transaction_monitoring_cross_border_flows,Regulatory oversight capabilities,VASP Supervision,"Market participants, licensing data and risk profiles",KYT Monitoring,"Wallets, transactions and exposure across the market",Travel Rule,Originator and beneficiary data checked for completeness,Case Management,"Alerts, investigations and supervisory actions",Sovereign Deployment,On-premise or private cloud for sensitive data,Reporting,"Supervisory outputs, evidence and regulatory reports"
gov_travel_rule_and_transaction_monitoring_transaction_investigation,VASP supervision capabilities,VASP Supervision,"Market participants, licensing data and risk profiles",KYT Monitoring,"Wallets, transactions and exposure across the market",Travel Rule,Originator and beneficiary data checked for completeness,Case Management,"Alerts, investigations and supervisory actions",Sovereign Deployment,On-premise or private cloud for sensitive data,Reporting,"Supervisory outputs, evidence and regulatory reports"
gov_travel_rule_and_transaction_monitoring_counterparty_verification,Market supervision capabilities,VASP Supervision,"Market participants, licensing data and risk profiles",KYT Monitoring,"Wallets, transactions and exposure across the market",Travel Rule,Originator and beneficiary data checked for completeness,Case Management,"Alerts, investigations and supervisory actions",Sovereign Deployment,On-premise or private cloud for sensitive data,Reporting,"Supervisory outputs, evidence and regulatory reports"
gov_travel_rule_and_transaction_monitoring_real_time_alerting,Sovereign oversight capabilities,VASP Supervision,"Market participants, licensing data and risk profiles",KYT Monitoring,"Wallets, transactions and exposure across the market",Travel Rule,Originator and beneficiary data checked for completeness,Case Management,"Alerts, investigations and supervisory actions",Sovereign Deployment,On-premise or private cloud for sensitive data,Reporting,"Supervisory outputs, evidence and regulatory reports"
gov_travel_rule_and_transaction_monitoring_risk_scoring,Government oversight capabilities,VASP Supervision,"Market participants, licensing data and risk profiles",KYT Monitoring,"Wallets, transactions and exposure across the market",Travel Rule,Originator and beneficiary data checked for completeness,Case Management,"Alerts, investigations and supervisory actions",Sovereign Deployment,On-premise or private cloud for sensitive data,Reporting,"Supervisory outputs, evidence and regulatory reports"
gov_travel_rule_and_transaction_monitoring_vasp_messaging,Digital asset supervision capabilities,VASP Supervision,"Market participants, licensing data and risk profiles",KYT Monitoring,"Wallets, transactions and exposure across the market",Travel Rule,Originator and beneficiary data checked for completeness,Case Management,"Alerts, investigations and supervisory actions",Sovereign Deployment,On-premise or private cloud for sensitive data,Reporting,"Supervisory outputs, evidence and regulatory reports"
gov_travel_rule_and_transaction_monitoring_data_exchange,Supervisory infrastructure capabilities,VASP Supervision,"Market participants, licensing data and risk profiles",KYT Monitoring,"Wallets, transactions and exposure across the market",Travel Rule,Originator and beneficiary data checked for completeness,Case Management,"Alerts, investigations and supervisory actions",Sovereign Deployment,On-premise or private cloud for sensitive data,Reporting,"Supervisory outputs, evidence and regulatory reports"
gov_fiu_aml_intelligence_digital_asset_intelligence,Regulatory oversight capabilities,VASP Supervision,"Market participants, licensing data and risk profiles",KYT Monitoring,"Wallets, transactions and exposure across the market",Travel Rule,Originator and beneficiary data checked for completeness,Case Management,"Alerts, investigations and supervisory actions",Sovereign Deployment,On-premise or private cloud for sensitive data,Reporting,"Supervisory outputs, evidence and regulatory reports"
gov_fiu_aml_intelligence_suspicious_transaction_reporting,VASP supervision capabilities,VASP Supervision,"Market participants, licensing data and risk profiles",KYT Monitoring,"Wallets, transactions and exposure across the market",Travel Rule,Originator and beneficiary data checked for completeness,Case Management,"Alerts, investigations and supervisory actions",Sovereign Deployment,On-premise or private cloud for sensitive data,Reporting,"Supervisory outputs, evidence and regulatory reports"
gov_fiu_aml_intelligence_digital_asset_evidence_package,Market supervision capabilities,VASP Supervision,"Market participants, licensing data and risk profiles",KYT Monitoring,"Wallets, transactions and exposure across the market",Travel Rule,Originator and beneficiary data checked for completeness,Case Management,"Alerts, investigations and supervisory actions",Sovereign Deployment,On-premise or private cloud for sensitive data,Reporting,"Supervisory outputs, evidence and regulatory reports"
gov_fiu_aml_intelligence_crypto_sar_str_reporting,Sovereign oversight capabilities,VASP Supervision,"Market participants, licensing data and risk profiles",KYT Monitoring,"Wallets, transactions and exposure across the market",Travel Rule,Originator and beneficiary data checked for completeness,Case Management,"Alerts, investigations and supervisory actions",Sovereign Deployment,On-premise or private cloud for sensitive data,Reporting,"Supervisory outputs, evidence and regulatory reports"
gov_fiu_aml_intelligence_aml_case_management,Government oversight capabilities,VASP Supervision,"Market participants, licensing data and risk profiles",KYT Monitoring,"Wallets, transactions and exposure across the market",Travel Rule,Originator and beneficiary data checked for completeness,Case Management,"Alerts, investigations and supervisory actions",Sovereign Deployment,On-premise or private cloud for sensitive data,Reporting,"Supervisory outputs, evidence and regulatory reports"
gov_fiu_aml_intelligence_goaml_integration,Digital asset supervision capabilities,VASP Supervision,"Market participants, licensing data and risk profiles",KYT Monitoring,"Wallets, transactions and exposure across the market",Travel Rule,Originator and beneficiary data checked for completeness,Case Management,"Alerts, investigations and supervisory actions",Sovereign Deployment,On-premise or private cloud for sensitive data,Reporting,"Supervisory outputs, evidence and regulatory reports"
gov_aml_fiu_infrastructure_alert_management,Supervisory infrastructure capabilities,VASP Supervision,"Market participants, licensing data and risk profiles",KYT Monitoring,"Wallets, transactions and exposure across the market",Travel Rule,Originator and beneficiary data checked for completeness,Case Management,"Alerts, investigations and supervisory actions",Sovereign Deployment,On-premise or private cloud for sensitive data,Reporting,"Supervisory outputs, evidence and regulatory reports"
gov_aml_fiu_infrastructure_investigation_workflows,Regulatory oversight capabilities,VASP Supervision,"Market participants, licensing data and risk profiles",KYT Monitoring,"Wallets, transactions and exposure across the market",Travel Rule,Originator and beneficiary data checked for completeness,Case Management,"Alerts, investigations and supervisory actions",Sovereign Deployment,On-premise or private cloud for sensitive data,Reporting,"Supervisory outputs, evidence and regulatory reports"
gov_aml_fiu_infrastructure_entity_risk_analysis,VASP supervision capabilities,VASP Supervision,"Market participants, licensing data and risk profiles",KYT Monitoring,"Wallets, transactions and exposure across the market",Travel Rule,Originator and beneficiary data checked for completeness,Case Management,"Alerts, investigations and supervisory actions",Sovereign Deployment,On-premise or private cloud for sensitive data,Reporting,"Supervisory outputs, evidence and regulatory reports"
gov_aml_fiu_infrastructure_compliance_escalation,Market supervision capabilities,VASP Supervision,"Market participants, licensing data and risk profiles",KYT Monitoring,"Wallets, transactions and exposure across the market",Travel Rule,Originator and beneficiary data checked for completeness,Case Management,"Alerts, investigations and supervisory actions",Sovereign Deployment,On-premise or private cloud for sensitive data,Reporting,"Supervisory outputs, evidence and regulatory reports"
gov_aml_fiu_infrastructure_enforcement_actions,Sovereign oversight capabilities,VASP Supervision,"Market participants, licensing data and risk profiles",KYT Monitoring,"Wallets, transactions and exposure across the market",Travel Rule,Originator and beneficiary data checked for completeness,Case Management,"Alerts, investigations and supervisory actions",Sovereign Deployment,On-premise or private cloud for sensitive data,Reporting,"Supervisory outputs, evidence and regulatory reports"
gov_aml_fiu_infrastructure_data_aggregation,Government oversight capabilities,VASP Supervision,"Market participants, licensing data and risk profiles",KYT Monitoring,"Wallets, transactions and exposure across the market",Travel Rule,Originator and beneficiary data checked for completeness,Case Management,"Alerts, investigations and supervisory actions",Sovereign Deployment,On-premise or private cloud for sensitive data,Reporting,"Supervisory outputs, evidence and regulatory reports"
gov_aml_fiu_infrastructure_aml_authority_oversight,Digital asset supervision capabilities,VASP Supervision,"Market participants, licensing data and risk profiles",KYT Monitoring,"Wallets, transactions and exposure across the market",Travel Rule,Originator and beneficiary data checked for completeness,Case Management,"Alerts, investigations and supervisory actions",Sovereign Deployment,On-premise or private cloud for sensitive data,Reporting,"Supervisory outputs, evidence and regulatory reports"
gov_aml_fiu_infrastructure_audit_ready_logs,Supervisory infrastructure capabilities,VASP Supervision,"Market participants, licensing data and risk profiles",KYT Monitoring,"Wallets, transactions and exposure across the market",Travel Rule,Originator and beneficiary data checked for completeness,Case Management,"Alerts, investigations and supervisory actions",Sovereign Deployment,On-premise or private cloud for sensitive data,Reporting,"Supervisory outputs, evidence and regulatory reports"
gov_aml_fiu_infrastructure_reporting_pipeline,Regulatory oversight capabilities,VASP Supervision,"Market participants, licensing data and risk profiles",KYT Monitoring,"Wallets, transactions and exposure across the market",Travel Rule,Originator and beneficiary data checked for completeness,Case Management,"Alerts, investigations and supervisory actions",Sovereign Deployment,On-premise or private cloud for sensitive data,Reporting,"Supervisory outputs, evidence and regulatory reports"
gov_emerging_asset_supervision_tokenized_assets_supervision,VASP supervision capabilities,VASP Supervision,"Market participants, licensing data and risk profiles",KYT Monitoring,"Wallets, transactions and exposure across the market",Travel Rule,Originator and beneficiary data checked for completeness,Case Management,"Alerts, investigations and supervisory actions",Sovereign Deployment,On-premise or private cloud for sensitive data,Reporting,"Supervisory outputs, evidence and regulatory reports"
gov_emerging_asset_supervision_tokenized_securities_compliance,Market supervision capabilities,VASP Supervision,"Market participants, licensing data and risk profiles",KYT Monitoring,"Wallets, transactions and exposure across the market",Travel Rule,Originator and beneficiary data checked for completeness,Case Management,"Alerts, investigations and supervisory actions",Sovereign Deployment,On-premise or private cloud for sensitive data,Reporting,"Supervisory outputs, evidence and regulatory reports"
gov_emerging_asset_supervision_cbdc_compliance_monitoring,Sovereign oversight capabilities,VASP Supervision,"Market participants, licensing data and risk profiles",KYT Monitoring,"Wallets, transactions and exposure across the market",Travel Rule,Originator and beneficiary data checked for completeness,Case Management,"Alerts, investigations and supervisory actions",Sovereign Deployment,On-premise or private cloud for sensitive data,Reporting,"Supervisory outputs, evidence and regulatory reports"
gov_emerging_asset_supervision_stablecoin_supervision,Government oversight capabilities,VASP Supervision,"Market participants, licensing data and risk profiles",KYT Monitoring,"Wallets, transactions and exposure across the market",Travel Rule,Originator and beneficiary data checked for completeness,Case Management,"Alerts, investigations and supervisory actions",Sovereign Deployment,On-premise or private cloud for sensitive data,Reporting,"Supervisory outputs, evidence and regulatory reports"
gov_emerging_asset_supervision_rwa_market_supervision,Digital asset supervision capabilities,VASP Supervision,"Market participants, licensing data and risk profiles",KYT Monitoring,"Wallets, transactions and exposure across the market",Travel Rule,Originator and beneficiary data checked for completeness,Case Management,"Alerts, investigations and supervisory actions",Sovereign Deployment,On-premise or private cloud for sensitive data,Reporting,"Supervisory outputs, evidence and regulatory reports"
gov_central_bank_and_financial_authority_oversight_financial_monitoring,Supervisory infrastructure capabilities,VASP Supervision,"Market participants, licensing data and risk profiles",KYT Monitoring,"Wallets, transactions and exposure across the market",Travel Rule,Originator and beneficiary data checked for completeness,Case Management,"Alerts, investigations and supervisory actions",Sovereign Deployment,On-premise or private cloud for sensitive data,Reporting,"Supervisory outputs, evidence and regulatory reports"
gov_central_bank_and_financial_authority_oversight_crypto_banking,Regulatory oversight capabilities,VASP Supervision,"Market participants, licensing data and risk profiles",KYT Monitoring,"Wallets, transactions and exposure across the market",Travel Rule,Originator and beneficiary data checked for completeness,Case Management,"Alerts, investigations and supervisory actions",Sovereign Deployment,On-premise or private cloud for sensitive data,Reporting,"Supervisory outputs, evidence and regulatory reports"
gov_central_bank_and_financial_authority_oversight_macro_supervision,VASP supervision capabilities,VASP Supervision,"Market participants, licensing data and risk profiles",KYT Monitoring,"Wallets, transactions and exposure across the market",Travel Rule,Originator and beneficiary data checked for completeness,Case Management,"Alerts, investigations and supervisory actions",Sovereign Deployment,On-premise or private cloud for sensitive data,Reporting,"Supervisory outputs, evidence and regulatory reports"
gov_central_bank_and_financial_authority_oversight_policy_execution,Market supervision capabilities,VASP Supervision,"Market participants, licensing data and risk profiles",KYT Monitoring,"Wallets, transactions and exposure across the market",Travel Rule,Originator and beneficiary data checked for completeness,Case Management,"Alerts, investigations and supervisory actions",Sovereign Deployment,On-premise or private cloud for sensitive data,Reporting,"Supervisory outputs, evidence and regulatory reports"
gov_central_bank_and_financial_authority_oversight_reporting_framework,Sovereign oversight capabilities,VASP Supervision,"Market participants, licensing data and risk profiles",KYT Monitoring,"Wallets, transactions and exposure across the market",Travel Rule,Originator and beneficiary data checked for completeness,Case Management,"Alerts, investigations and supervisory actions",Sovereign Deployment,On-premise or private cloud for sensitive data,Reporting,"Supervisory outputs, evidence and regulatory reports"
gov_central_bank_and_financial_authority_oversight_liquidity_risk,Government oversight capabilities,VASP Supervision,"Market participants, licensing data and risk profiles",KYT Monitoring,"Wallets, transactions and exposure across the market",Travel Rule,Originator and beneficiary data checked for completeness,Case Management,"Alerts, investigations and supervisory actions",Sovereign Deployment,On-premise or private cloud for sensitive data,Reporting,"Supervisory outputs, evidence and regulatory reports"
gov_central_bank_and_financial_authority_oversight_market_stability,Digital asset supervision capabilities,VASP Supervision,"Market participants, licensing data and risk profiles",KYT Monitoring,"Wallets, transactions and exposure across the market",Travel Rule,Originator and beneficiary data checked for completeness,Case Management,"Alerts, investigations and supervisory actions",Sovereign Deployment,On-premise or private cloud for sensitive data,Reporting,"Supervisory outputs, evidence and regulatory reports"
gov_central_bank_and_financial_authority_oversight_transaction_flows,Supervisory infrastructure capabilities,VASP Supervision,"Market participants, licensing data and risk profiles",KYT Monitoring,"Wallets, transactions and exposure across the market",Travel Rule,Originator and beneficiary data checked for completeness,Case Management,"Alerts, investigations and supervisory actions",Sovereign Deployment,On-premise or private cloud for sensitive data,Reporting,"Supervisory outputs, evidence and regulatory reports"
gov_central_bank_and_financial_authority_oversight_cross_sector_risk,Regulatory oversight capabilities,VASP Supervision,"Market participants, licensing data and risk profiles",KYT Monitoring,"Wallets, transactions and exposure across the market",Travel Rule,Originator and beneficiary data checked for completeness,Case Management,"Alerts, investigations and supervisory actions",Sovereign Deployment,On-premise or private cloud for sensitive data,Reporting,"Supervisory outputs, evidence and regulatory reports"
gov_central_bank_and_financial_authority_oversight_systemic_risk,VASP supervision capabilities,VASP Supervision,"Market participants, licensing data and risk profiles",KYT Monitoring,"Wallets, transactions and exposure across the market",Travel Rule,Originator and beneficiary data checked for completeness,Case Management,"Alerts, investigations and supervisory actions",Sovereign Deployment,On-premise or private cloud for sensitive data,Reporting,"Supervisory outputs, evidence and regulatory reports"
gov_central_bank_and_financial_authority_oversight_payment_providers,Market supervision capabilities,VASP Supervision,"Market participants, licensing data and risk profiles",KYT Monitoring,"Wallets, transactions and exposure across the market",Travel Rule,Originator and beneficiary data checked for completeness,Case Management,"Alerts, investigations and supervisory actions",Sovereign Deployment,On-premise or private cloud for sensitive data,Reporting,"Supervisory outputs, evidence and regulatory reports"
gov_central_bank_and_financial_authority_oversight_digital_asset_supervisory_visibility,Sovereign oversight capabilities,VASP Supervision,"Market participants, licensing data and risk profiles",KYT Monitoring,"Wallets, transactions and exposure across the market",Travel Rule,Originator and beneficiary data checked for completeness,Case Management,"Alerts, investigations and supervisory actions",Sovereign Deployment,On-premise or private cloud for sensitive data,Reporting,"Supervisory outputs, evidence and regulatory reports"
gov_regulatory_framework_alignment_regulatory_reporting,Government oversight capabilities,VASP Supervision,"Market participants, licensing data and risk profiles",KYT Monitoring,"Wallets, transactions and exposure across the market",Travel Rule,Originator and beneficiary data checked for completeness,Case Management,"Alerts, investigations and supervisory actions",Sovereign Deployment,On-premise or private cloud for sensitive data,Reporting,"Supervisory outputs, evidence and regulatory reports"
gov_regulatory_framework_alignment_dfsa_compliance,Digital asset supervision capabilities,VASP Supervision,"Market participants, licensing data and risk profiles",KYT Monitoring,"Wallets, transactions and exposure across the market",Travel Rule,Originator and beneficiary data checked for completeness,Case Management,"Alerts, investigations and supervisory actions",Sovereign Deployment,On-premise or private cloud for sensitive data,Reporting,"Supervisory outputs, evidence and regulatory reports"
gov_regulatory_framework_alignment_fatf_compliance,Supervisory infrastructure capabilities,VASP Supervision,"Market participants, licensing data and risk profiles",KYT Monitoring,"Wallets, transactions and exposure across the market",Travel Rule,Originator and beneficiary data checked for completeness,Case Management,"Alerts, investigations and supervisory actions",Sovereign Deployment,On-premise or private cloud for sensitive data,Reporting,"Supervisory outputs, evidence and regulatory reports"
gov_regulatory_framework_alignment_vara_framework,Regulatory oversight capabilities,VASP Supervision,"Market participants, licensing data and risk profiles",KYT Monitoring,"Wallets, transactions and exposure across the market",Travel Rule,Originator and beneficiary data checked for completeness,Case Management,"Alerts, investigations and supervisory actions",Sovereign Deployment,On-premise or private cloud for sensitive data,Reporting,"Supervisory outputs, evidence and regulatory reports"
gov_regulatory_framework_alignment_mica_requirements,VASP supervision capabilities,VASP Supervision,"Market participants, licensing data and risk profiles",KYT Monitoring,"Wallets, transactions and exposure across the market",Travel Rule,Originator and beneficiary data checked for completeness,Case Management,"Alerts, investigations and supervisory actions",Sovereign Deployment,On-premise or private cloud for sensitive data,Reporting,"Supervisory outputs, evidence and regulatory reports"
gov_regulatory_framework_alignment_global_standards,Market supervision capabilities,VASP Supervision,"Market participants, licensing data and risk profiles",KYT Monitoring,"Wallets, transactions and exposure across the market",Travel Rule,Originator and beneficiary data checked for completeness,Case Management,"Alerts, investigations and supervisory actions",Sovereign Deployment,On-premise or private cloud for sensitive data,Reporting,"Supervisory outputs, evidence and regulatory reports"
gov_regulatory_framework_alignment_mas_guidelines,Sovereign oversight capabilities,VASP Supervision,"Market participants, licensing data and risk profiles",KYT Monitoring,"Wallets, transactions and exposure across the market",Travel Rule,Originator and beneficiary data checked for completeness,Case Management,"Alerts, investigations and supervisory actions",Sovereign Deployment,On-premise or private cloud for sensitive data,Reporting,"Supervisory outputs, evidence and regulatory reports"
gov_regulatory_framework_alignment_fca_requirements,Government oversight capabilities,VASP Supervision,"Market participants, licensing data and risk profiles",KYT Monitoring,"Wallets, transactions and exposure across the market",Travel Rule,Originator and beneficiary data checked for completeness,Case Management,"Alerts, investigations and supervisory actions",Sovereign Deployment,On-premise or private cloud for sensitive data,Reporting,"Supervisory outputs, evidence and regulatory reports"
gov_regulatory_framework_alignment_adgm_rules,Digital asset supervision capabilities,VASP Supervision,"Market participants, licensing data and risk profiles",KYT Monitoring,"Wallets, transactions and exposure across the market",Travel Rule,Originator and beneficiary data checked for completeness,Case Management,"Alerts, investigations and supervisory actions",Sovereign Deployment,On-premise or private cloud for sensitive data,Reporting,"Supervisory outputs, evidence and regulatory reports"
gov_regulatory_framework_alignment_policy_mapping,Supervisory infrastructure capabilities,VASP Supervision,"Market participants, licensing data and risk profiles",KYT Monitoring,"Wallets, transactions and exposure across the market",Travel Rule,Originator and beneficiary data checked for completeness,Case Management,"Alerts, investigations and supervisory actions",Sovereign Deployment,On-premise or private cloud for sensitive data,Reporting,"Supervisory outputs, evidence and regulatory reports"
gov_regulatory_framework_alignment_cross_border_regulation,Regulatory oversight capabilities,VASP Supervision,"Market participants, licensing data and risk profiles",KYT Monitoring,"Wallets, transactions and exposure across the market",Travel Rule,Originator and beneficiary data checked for completeness,Case Management,"Alerts, investigations and supervisory actions",Sovereign Deployment,On-premise or private cloud for sensitive data,Reporting,"Supervisory outputs, evidence and regulatory reports"
gov_regulatory_framework_alignment_amld_directives,VASP supervision capabilities,VASP Supervision,"Market participants, licensing data and risk profiles",KYT Monitoring,"Wallets, transactions and exposure across the market",Travel Rule,Originator and beneficiary data checked for completeness,Case Management,"Alerts, investigations and supervisory actions",Sovereign Deployment,On-premise or private cloud for sensitive data,Reporting,"Supervisory outputs, evidence and regulatory reports"
gov_sovereign_infrastructure_and_procurement_system_resilience,Market supervision capabilities,VASP Supervision,"Market participants, licensing data and risk profiles",KYT Monitoring,"Wallets, transactions and exposure across the market",Travel Rule,Originator and beneficiary data checked for completeness,Case Management,"Alerts, investigations and supervisory actions",Sovereign Deployment,On-premise or private cloud for sensitive data,Reporting,"Supervisory outputs, evidence and regulatory reports"
gov_sovereign_infrastructure_and_procurement_procurement_safe_design,Sovereign oversight capabilities,VASP Supervision,"Market participants, licensing data and risk profiles",KYT Monitoring,"Wallets, transactions and exposure across the market",Travel Rule,Originator and beneficiary data checked for completeness,Case Management,"Alerts, investigations and supervisory actions",Sovereign Deployment,On-premise or private cloud for sensitive data,Reporting,"Supervisory outputs, evidence and regulatory reports"
gov_sovereign_infrastructure_and_procurement_data_sovereignty,Government oversight capabilities,VASP Supervision,"Market participants, licensing data and risk profiles",KYT Monitoring,"Wallets, transactions and exposure across the market",Travel Rule,Originator and beneficiary data checked for completeness,Case Management,"Alerts, investigations and supervisory actions",Sovereign Deployment,On-premise or private cloud for sensitive data,Reporting,"Supervisory outputs, evidence and regulatory reports"
gov_sovereign_infrastructure_and_procurement_no_vendor_lock_in,Digital asset supervision capabilities,VASP Supervision,"Market participants, licensing data and risk profiles",KYT Monitoring,"Wallets, transactions and exposure across the market",Travel Rule,Originator and beneficiary data checked for completeness,Case Management,"Alerts, investigations and supervisory actions",Sovereign Deployment,On-premise or private cloud for sensitive data,Reporting,"Supervisory outputs, evidence and regulatory reports"
gov_sovereign_infrastructure_and_procurement_auditability,Supervisory infrastructure capabilities,VASP Supervision,"Market participants, licensing data and risk profiles",KYT Monitoring,"Wallets, transactions and exposure across the market",Travel Rule,Originator and beneficiary data checked for completeness,Case Management,"Alerts, investigations and supervisory actions",Sovereign Deployment,On-premise or private cloud for sensitive data,Reporting,"Supervisory outputs, evidence and regulatory reports"
gov_sovereign_infrastructure_and_procurement_vendor_neutral_model,Regulatory oversight capabilities,VASP Supervision,"Market participants, licensing data and risk profiles",KYT Monitoring,"Wallets, transactions and exposure across the market",Travel Rule,Originator and beneficiary data checked for completeness,Case Management,"Alerts, investigations and supervisory actions",Sovereign Deployment,On-premise or private cloud for sensitive data,Reporting,"Supervisory outputs, evidence and regulatory reports"
